subno,block,epsilon,capacity,w0,beta_wm
1,1,0.102671558750696,4.308353212385895,0.911449621520818,11.904054927214078
1,2,0.099242371650112,4.086749722141823,0.91964512044579,12.253290020515443
1,3,0.100091022763584,4.484143223474806,0.910291132018441,12.024605320838173
1,4,0.129839341726426,4.26613124579244,0.905012512555749,11.826667026179097
1,5,0.102518785739589,4.0830615397387,0.918544338667385,12.62148542546212
1,6,0.11075312860237,4.341466798683554,0.897744657322351,11.859516161091635
1,7,0.112614306765438,4.305969398464758,0.919564260183383,11.772382760536747
2,1,0.092885811837005,4.75220363751044,0.947891815174807,12.204899349902126
2,2,0.098210180086849,4.533485380654141,0.969833711320678,12.5680083927885
2,3,0.082348977170049,4.649172381837876,0.969098626295587,11.949244735622354
2,4,0.103779658423814,4.935847015366116,0.952224542908505,12.22727958858341
2,5,0.102876697598907,4.576545517193337,0.955494282677069,12.396232215555735
2,6,0.077320217026209,4.984970816132239,0.958357708475771,12.318843430224716
2,7,0.106973070311185,4.192414201976308,0.971165019958212,11.5618042986938
3,1,0.107219148640709,4.116739861777386,0.951561445692263,11.89061168321424
3,2,0.10178384459372,4.400420983213743,0.926330719538462,11.613008414681074
3,3,0.100337667014644,4.282249580281624,0.951490226827954,11.942741888984015
3,4,0.112889736335598,4.443102823288124,0.954458283822178,11.730777742078383
3,5,0.109334818878114,4.273186619648682,0.957633522034803,11.86138189358376
3,6,0.106384441685118,4.334095503467146,0.936776236478598,11.858119987486527
3,7,0.113155924412258,4.251613951272904,0.95070125749295,11.806952743591259
4,1,0.120477603290971,4.193151832784194,0.94645826572415,12.085452492811804
4,2,0.127144507671316,4.393086483259313,0.955497794199099,11.58247447669827
4,3,0.113142651829502,4.139036736282863,0.909345072781828,12.118369090908047
4,4,0.097893032405582,4.301997177511662,0.921224458419793,12.20986952166005
4,5,0.089334754770792,4.361962385108818,0.928456917437447,11.947357572427428
4,6,0.107639778132955,4.175501343469702,0.949622295521839,11.932306334172946
4,7,0.124871077978071,4.535074315032384,0.934031874363639,11.510347678534009
