subno,block,epsilon,capacity,w0,beta_wm
1,1,0.11389390103573,4.317912621531218,0.912966774023204,12.600261142068767
1,2,0.106638749235533,4.028606905851783,0.914169375188315,12.733278063677837
1,3,0.097367152967751,4.429231818735806,0.915223443994579,12.481050348960803
1,4,0.112337909772806,4.28961504595744,0.90375382888313,12.20585258945177
1,5,0.082495350131723,4.288722040794007,0.896832324507637,12.032896673205075
1,6,0.100930438797004,4.089777153369073,0.908901191772347,12.234385813353892
1,7,0.08970516248722,4.32125074698282,0.909404397305843,11.727152911422214
2,1,0.110008189227116,4.38146208675597,0.9572617968189,12.746864902335423
2,2,0.09054174636727,4.770830804817842,0.965465107066103,12.45142007158173
2,3,0.090653608554512,4.699521297998946,0.953252148128345,11.787832579810662
2,4,0.108122001000381,4.783437470600147,0.947139442314354,11.9443478679998
2,5,0.087518562498839,4.558477486005387,0.971945743451478,12.26921546650446
2,6,0.099366174976234,4.692100417324653,0.962804235854104,11.834925997191492
2,7,0.10002942495672,4.249753770459197,0.968150047970136,12.294832324567604
3,1,0.096139241527869,4.520980639120986,0.93195510030421,11.592730226600514
3,2,0.100928685467714,4.147083945401582,0.95280513437409,12.178965210585403
3,3,0.107672339515897,4.145763839813309,0.950464973581041,11.646318883857528
3,4,0.128785223440834,4.366311016277292,0.941543856222288,11.739790590145134
3,5,0.098443192619066,4.271951630129424,0.933056746015918,11.507434428007645
3,6,0.095561627575548,4.472472264667646,0.936484728566486,11.805776785652043
3,7,0.117527910540256,4.159917608082801,0.953570951906797,11.41293129295671
4,1,0.111777827553625,4.390615246640148,0.921678680125393,12.30722583314059
4,2,0.11664736737353,3.77900649784296,0.956948220157576,12.293246942401819
4,3,0.122487519695631,4.00830394498348,0.94048708306608,11.817534066606099
4,4,0.116758309625505,4.235785102859819,0.943623967513435,11.580908614529083
4,5,0.098535319052623,4.466635451756436,0.935485054139756,12.03748524834179
4,6,0.110480789435428,3.828208521848522,0.950511594239656,12.407003833958406
4,7,0.094975483813479,4.117013946231204,0.928475639109521,12.065462688528575
5,1,0.113425476930384,4.136659041096398,0.917423535366023,12.79235155649969
5,2,0.105895880341163,4.038269784780211,0.910777208044312,11.688892893025782
5,3,0.094958322113829,4.467768395310719,0.892318032429318,11.868584086943663
5,4,0.099648254824624,4.008972870822477,0.901369140529616,11.7902548190258
5,5,0.116967777415526,3.964991745945577,0.89832473528513,11.832083326227828
5,6,0.100412476331653,4.252850491254599,0.917894171477046,11.860609058802156
5,7,0.097341624769844,3.948373407321825,0.905189355694204,11.900841594060006
6,1,0.094209616764833,4.145714600473523,0.946904561047487,11.615272299118047
6,2,0.109420232514553,4.504201133824822,0.947765081969527,12.19892747344014
6,3,0.102653015762232,3.921055032165986,0.938367543995235,12.488192698262496
6,4,0.105666578102212,4.333849982034769,0.944071752556934,12.258396299744588
6,5,0.103363094276296,4.567952598541816,0.958629227163424,12.414206236774822
6,6,0.11046440568756,4.731671289922395,0.96334455642585,12.06634070823449
6,7,0.12175490447174,4.250504811901738,0.95755123610195,11.611978126305997
7,1,0.107118051351378,4.04390785567957,0.979747632191281,11.817556556419188
7,2,0.089408698636048,4.425764053995556,0.952243809649982,12.162812442714872
7,3,0.097720271232781,4.286379787202992,0.953733115818756,12.314014287002472
7,4,0.089157023340547,4.300631754683136,0.956341434488219,12.485610636543807
7,5,0.100184247128747,3.979977834226765,0.961131114076194,11.9905127086283
7,6,0.075142079952739,4.074315750399877,0.974520892433128,11.659776454072743
7,7,0.116789505631484,4.504873453655065,0.979233256893888,12.07922469836456
8,1,0.114905465953541,4.236240215991482,0.946742953977462,12.40393741910007
8,2,0.097720796808382,4.237449477320418,0.934882382164744,12.413804213601635
8,3,0.103073776939596,4.267490278168982,0.937208312190873,11.3519174517329
8,4,0.099536383083053,3.940417330186612,0.956547698127162,11.658493212910985
8,5,0.100184787180082,4.199280411027672,0.92365924300241,12.614762975241264
8,6,0.092217474639047,3.92351308496431,0.938037628348795,12.461985928934405
8,7,0.111952895963803,4.033060326607488,0.939966976931055,12.133030227789888
9,1,0.120080903957243,4.505463330835947,0.920190602518534,12.032849338972317
9,2,0.100736846267572,4.457817441875199,0.927551833158819,11.760231388282483
9,3,0.096730390338266,4.594695363979083,0.941405652240303,12.100222680281638
9,4,0.099023602623652,4.283663194079104,0.94052592110278,11.950899093311586
9,5,0.106039305645294,4.264364036229716,0.94506448324374,12.12275108370996
9,6,0.091164590801744,4.421136210446482,0.943332375097278,11.56820419351784
9,7,0.097275367548397,4.261815389911404,0.934225813193764,12.324868203336596
10,1,0.107000629648984,4.481819547094936,0.932384997472719,11.992946048967937
10,2,0.110434342196239,4.383243440444136,0.910206637009054,12.36842238927243
10,3,0.102109024381293,3.90764385652021,0.93549593152884,12.147955318607888
10,4,0.110633353539973,4.336618320635744,0.942215056820348,12.085668653122177
10,5,0.097096281649443,4.53738246824362,0.938560737553642,12.050295732725678
10,6,0.083847093663541,4.698079985167506,0.944759463175888,12.301556755949791
10,7,0.094354048497431,4.489969275470598,0.935465178939944,11.71988425863554
11,1,0.101213908837046,3.814855892471526,0.663809002697508,12.072417195554316
11,2,0.113362978083207,3.652158105818706,0.679568364129963,11.670740668997652
11,3,0.128080898002636,4.299298658225898,0.672357043038441,11.633097464972758
11,4,0.115757988269663,3.722975679140268,0.691303748601415,12.006477816656426
11,5,0.105217227287354,3.707878302394441,0.675476982656826,12.196131055450264
11,6,0.089326900333385,3.844368372963961,0.671680457089263,11.19734034135992
11,7,0.109471934000177,3.643409382100227,0.672959592491516,12.359829073111076
12,1,0.106374013223176,4.107936301803512,0.945404991041522,11.80328432533982
12,2,0.118798104494795,4.397268521352474,0.960367373856544,11.894607671575521
12,3,0.100215504818924,4.348896640539815,0.958971819973025,12.368211580428005
12,4,0.10081550408425,4.371778587726722,0.963853740954892,12.410814481407675
12,5,0.101743260802814,4.506090266910138,0.932596975713162,12.593247978073187
12,6,0.095609356220805,4.168449508948008,0.963766310354437,12.128540189460944
12,7,0.095004673861662,4.326135664647108,0.963291807063582,12.129684010286724
13,1,0.092897340863494,4.068113456618814,0.879959985597407,12.51291543070371
13,2,0.092253790891924,4.3279187012414,0.903769104186773,11.507915761141792
13,3,0.102848080574303,4.125796033779163,0.909030363669973,12.062568957792983
13,4,0.115069161421518,4.214060610555852,0.91240073726565,11.880107928287666
13,5,0.106606126744184,4.356979239410961,0.901696825877399,12.220948358807203
13,6,0.099597406901235,4.10239583215504,0.879755867160181,12.851884285326017
13,7,0.105543394700158,4.178229550393106,0.916803787112251,12.385416464306934
14,1,0.095839551358776,4.171636221764988,0.918587473467482,12.185354858100444
14,2,0.093894086145808,3.845739408972258,0.913400324929689,11.97120713485815
14,3,0.104833106304999,4.490505484493968,0.914474161754452,11.675959215099631
14,4,0.111975299118168,3.776695887320277,0.908957265332552,12.353140537255594
14,5,0.105256312323181,4.139176776996574,0.886729986404614,12.691273923193544
14,6,0.114131886580607,3.99067082259958,0.879942171460578,11.805200185594591
14,7,0.103175226168025,4.048918498260506,0.902289638658315,12.042045973694027
