subno,block,epsilon,capacity,w0,beta_wm
1,1,0.108945844861856,4.281130064065608,0.903197057295367,12.286601181639623
1,2,0.103497246716212,4.33592742563383,0.90839799168034,12.260257051084706
1,3,0.091756355758705,4.20063058178918,0.89666833206173,11.23721564299712
1,4,0.096567493757777,4.276332195321034,0.8931347290712,12.04281203949553
1,5,0.099470976077863,4.575214435271536,0.911029644339315,11.892331652256955
1,6,0.10266738124959,4.247726812843027,0.890059186239013,12.049958474136048
1,7,0.117683558251183,4.386911617945538,0.911597311548096,12.055017246392502
2,1,0.090590852137471,4.732388656725896,0.950114062606178,12.321680752483559
2,2,0.106902789628043,4.365508398631616,0.97004760714422,12.243747403406148
2,3,0.083003717363857,4.43721253664594,0.950686278905331,12.206019877014702
2,4,0.092735902861608,4.224315235539254,0.950936939635724,11.863900167178038
2,5,0.089319426814102,4.15501107833593,0.970294300351824,11.703225994841398
2,6,0.122753649148814,4.317727703361131,0.963080232827114,12.04006850251028
2,7,0.101337220985299,4.26065266040263,0.960152702808142,11.764509683365542
3,1,0.118740300867505,4.083598493173519,0.942039851959737,11.831084066280912
3,2,0.115281868831594,4.292887100242499,0.942515489242685,11.736470462712454
3,3,0.117714934528109,4.276294509589298,0.922279034110463,11.845118853115462
3,4,0.10127622261309,4.160069767053293,0.950518002048387,11.839198892817551
3,5,0.103294666909819,4.392611414102011,0.940414925468849,11.686163575050289
3,6,0.099142953965188,4.489365281503293,0.943431459022655,11.638897171427816
3,7,0.101874992338361,4.090781290280198,0.944776481065649,11.987552367933937
4,1,0.116439844668093,4.05718094495353,0.948515190755505,11.766235463798662
4,2,0.103213957491975,4.597328327391148,0.940146369280163,12.268447711404875
4,3,0.106440603612981,4.606381133574522,0.935421948823306,11.836210670072196
4,4,0.097779882042163,4.486740863029622,0.938876818590678,12.26154704875904
4,5,0.090554926992623,4.340953100760028,0.93637208338399,12.169037589645203
4,6,0.087995583215856,3.911692410621074,0.928946719195375,12.32448205312537
4,7,0.103182050778613,4.070450129097753,0.928541992191237,11.943952463049461
5,1,0.110394820974115,4.548239777829951,0.904691929753073,11.977536631138772
5,2,0.110413327395367,4.47121382800091,0.913046203819437,12.162917507800849
5,3,0.111753868843139,4.463501971325915,0.915415860743465,12.314607281819532
5,4,0.090267024154853,4.417342326245818,0.90243129070749,11.391637455438781
5,5,0.110429732811824,3.78159677760103,0.90015984907104,11.860744239809428
5,6,0.101555084526768,4.16140456593739,0.912525558799555,11.939995439236297
5,7,0.090093416431849,4.373682369457254,0.913985095590185,12.393808253146153
6,1,0.116344642605134,4.224056042018385,0.959990565188198,11.517677787415534
6,2,0.097904006981011,4.712545303313478,0.963285741064832,12.135842550627354
6,3,0.106051152303108,4.215285978294972,0.937954706205182,11.935884535712896
6,4,0.103192103671604,4.403881597149277,0.953182331220964,11.62309416405691
