subno,block,epsilon,capacity,w0,beta_wm
1,1,0.113024556800467,4.266762453693022,0.904202203177714,12.124435672608316
1,2,0.093439087052813,4.364069340761411,0.914610933722,12.228151162713834
1,3,0.112383140337049,4.022733829814244,0.921910614498991,11.956577972176964
1,4,0.086906763901004,4.031871750518842,0.913854019271385,12.077822698060467
1,5,0.103713322704233,4.345415871325902,0.905389001614148,11.82474420812949
1,6,0.104291292466726,4.50162608984602,0.900893852068212,12.141935528358358
1,7,0.096839271238887,3.691698950833836,0.914955596136169,12.252968123542123
2,1,0.088342860558735,4.53198297258483,0.977720034153015,12.108095174416228
2,2,0.091662504126122,4.352424221983448,0.963548497092332,11.978481424635428
2,3,0.093297308765633,4.340642003641153,0.963657357359709,12.28563812678049
2,4,0.097980382581481,4.01481033384152,0.963101426670727,12.249673478166239
2,5,0.083424931222438,4.23440213904242,0.961638101834928,11.759590485731032
2,6,0.098862053823995,4.22053542625951,0.961341851764693,11.88340181740917
2,7,0.071273614246136,4.345824403684716,0.965992006318494,11.79212765697223
3,1,0.09762751119682,4.274689355300917,0.957158597137592,11.44718062540213
3,2,0.101646032492768,4.340478340932129,0.934700824934221,11.441498374271578
3,3,0.09459179144038,4.465363785795486,0.943969928443704,12.067289678500714
3,4,0.119988895595198,4.475409371515388,0.939227582168369,11.623092864046104
3,5,0.110674514769467,4.398417321492826,0.940879140263157,11.945390659022323
3,6,0.118042883181152,4.243385269813494,0.92427176683736,11.657253297698167
3,7,0.113078785701179,4.11442581082158,0.954718219075628,11.71707026816199
4,1,0.106001771649054,4.367605003108578,0.929362106301732,11.933523822945856
4,2,0.096514629447947,4.415033256795428,0.931540875965551,12.224228080637598
4,3,0.111249662176957,4.433909130941329,0.95048911007352,11.907883571971592
4,4,0.104218662161916,4.620867573879368,0.940429823650075,11.528535205390806
4,5,0.100594730075183,4.200239882737826,0.927884708322719,11.85133460895703
4,6,0.108680052335443,4.204240135789912,0.955717457563235,12.00857498470545
4,7,0.114754567915184,4.362631506142111,0.926490506808008,12.398790924026313
5,1,0.071669704857768,4.106191039854696,0.903668937907539,12.08393750347975
5,2,0.101405387520783,4.037326566155503,0.91208178178727,12.09917453859868
5,3,0.100450985872901,3.971900427115904,0.923115436855306,11.953363177506592
5,4,0.092630653503478,4.606780170939128,0.892036247038229,11.112252149614857
5,5,0.078019986142048,4.02805073758704,0.908004206244661,11.858210082711006
5,6,0.090291145049814,4.27421299146352,0.903235015935686,11.697728350608152
5,7,0.092122715928882,3.89663447364294,0.913802669633285,12.413056482870248
6,1,0.122414778097809,4.463681767892256,0.965860543623214,12.296066899062826
6,2,0.117548531598349,4.160525836699372,0.948930320805678,12.026142343313145
6,3,0.101532189842449,4.688528256150141,0.961152663448201,12.022218193679116
6,4,0.097525284375798,4.210303050262114,0.951078200749752,11.93914850571296
6,5,0.096403143108779,4.235380925979428,0.964662579696369,12.064004910397127
6,6,0.105501066807686,4.610281704474945,0.958161274278771,11.72845321213829
6,7,0.097973607317187,4.624861733295916,0.969118954076848,11.581815428541733
7,1,0.086390873629259,4.336684311570918,0.975500571331576,12.109759184834122
7,2,0.090328806674864,4.686553697961466,0.965388847274974,11.584202212976708
7,3,0.089912526322613,4.077182899063338,0.959624538642126,11.776636688951958
7,4,0.090943543116473,4.214663221173148,0.968146636184136,11.90526477244913
