"subjID"	"choice"	"gain"	"loss"
3	4	155	0
3	4	133	0
3	4	114	0
3	4	107	0
3	4	100	0
3	4	93	0
3	1	139	0
3	1	129	0
3	1	112	0
3	1	96	0
3	1	83	0
3	7	200	0
3	7	180	0
3	7	163	0
3	7	151	0
3	7	133	0
3	7	119	0
3	7	105	0
3	7	95	0
3	6	0	0
3	5	200	0
3	5	178	0
3	5	168	0
