subno,block,epsilon,capacity,w0,beta_wm
1,1,0.11394358108720926,4.001571764658094,0.9485586947052556,12.514183974718016
1,2,0.10163033088925157,4.213064880877896,0.9747719395635325,11.236965014058404
1,3,0.10949849332737385,4.11896390170066,0.9480394376978967,12.34208310314395
1,4,0.09731822515203824,5.066850376126548,0.9800324177662532,12.455731058013797
1,5,0.07897903023154408,4.356559355744328,0.9412974704682823,12.28104213806355
1,6,0.10492802908357741,4.013926030280592,0.6782647938393459,12.021412963488016
1,7,0.09236476557903642,3.959711922801484,0.9649471805029162,11.326376891740887
1,8,0.10062260330115884,4.277104992211204,0.973976606872162,12.116702494143421
1,9,0.08672366219888322,3.9562082450027884,0.5,12.352117548456704
1,10,0.11449648567870271,4.739381452257204,0.9663353358384871,12.116272986188347
1,11,0.08322924408871975,4.338887134810691,0.9797048980205645,12.042146953526816
1,12,0.11191545662856424,4.080124870106128,0.9645646636123854,12.10069782956727
1,13,0.09998358699024026,4.074695631243186,0.9760114903358754,11.996896005719258
1,14,0.10515392610010055,4.038675434464349,0.8690470552297127,12.446001937294922
1,15,0.07512449097853378,3.945109199975375,0.8616641379843545,12.240242982299577
1,16,0.1041082651087879,5.5353026905266605,0.9718231020024026,11.973742802757242
1,17,0.08814391528571516,4.011426088434989,0.9093123562032013,11.882488136472617
1,18,0.12461787312330021,3.742355931236681,0.9631811024600605,12.271917288474539
2,1,0.09388077726611274,3.867755932561875,0.9735683546685784,11.891796928550354
2,2,0.11348795118848172,5.1131933094810496,0.9829711604883492,11.521365183260585
2,3,0.11292520035737318,3.7872460504481467,0.9628190554149769,11.428449511953984
2,4,0.07817138395877188,4.2686471048092525,0.9808023842706286,12.320583733879403
2,5,0.08664626536951062,4.016276732736441,0.9546948644094168,11.391388833659594
2,6,0.08445841080672593,4.121341736545391,0.9767820231180637,12.10016153580019
2,7,0.10687633988683631,5.451286764111239,0.9735574506381656,11.722721731834755
2,8,0.09235289872508826,3.96042007304572,0.970714997894137,12.124136567967287
2,9,0.06855762936263987,4.415939153417517,0.938786478037425,12.392768062434678
2,10,0.11629357217070628,4.461245887577978,0.9557169322732478,12.101860102825606
2,11,0.068624387916004,5.720157780938563,0.9776321291189248,12.345102079807043
2,12,0.10279236990529031,4.080846564336661,0.9276111515937753,12.619514571812408
2,13,0.10379815018894141,5.107177331502822,0.9831144309745022,12.157645360375724
2,14,0.10726762641439454,4.194793898967487,0.9647663261183702,12.74622726973792
2,15,0.0816382382401962,4.193353525797087,0.9309009318888227,12.694888937062396
2,16,0.10441297999286853,3.992938635166461,0.9685398926806598,12.20689169581891
2,17,0.1110405452732418,3.889809721646659,0.9749671422207912,11.314481790212131
2,18,0.11412656941887984,5.567799396421399,0.9720490531643154,11.081704362253506
3,1,0.30825372664571243,4.594017408769404,0.9365218758062855,6.815149642978704
3,2,0.12490620076161502,4.037985849410757,0.8900447274625691,12.00066180904767
3,3,0.0921328721192787,4.1121647550438185,0.9221851479077887,12.53857604589211
3,4,0.07432932622347213,3.9721610506886798,0.9738735888717199,11.891712935584698
3,5,0.08341820652455814,3.722266153440647,0.961323956931842,11.971310300204115
3,6,0.09565153592839956,4.145961779873207,0.9416097070844864,12.238617098952489
3,7,0.1042309296141212,3.9388861319362545,0.9625632216146364,11.470583686147473
3,8,0.10092016247772086,5.464705930465615,0.9731803881856688,11.796228470074945
3,9,0.10172316015646025,4.36066301061044,0.943472348818367,11.845472077020217
