subno,epsilon_t1,capacity_t1,w0_t1,beta_wm_t1,epsilon_t2,capacity_t2,w0_t2,beta_wm_t2,epsilon_t3,capacity_t3,w0_t3,beta_wm_t3,epsilon_t4,capacity_t4,w0_t4,beta_wm_t4,epsilon_t5,capacity_t5,w0_t5,beta_wm_t5,epsilon_t6,capacity_t6,w0_t6,beta_wm_t6,epsilon_t7,capacity_t7,w0_t7,beta_wm_t7,epsilon_t8,capacity_t8,w0_t8,beta_wm_t8,epsilon_t9,capacity_t9,w0_t9,beta_wm_t9,epsilon_t10,capacity_t10,w0_t10,beta_wm_t10,epsilon_t11,capacity_t11,w0_t11,beta_wm_t11
11,0.10996226191803722,3.6704270912600054,0.6730627525541761,11.850722426669021,0.10812260229551043,3.5699666172032596,0.6726714625685186,11.71506247037598,0.10700520447011828,3.622549369262997,0.6795614275534536,11.673267726100406,0.10850299599043937,3.661761348977066,0.674860420942704,11.866770180987059,0.11152634023125242,3.6375601882279764,0.6806577840409306,12.077116133837743,0.10747726563839644,3.7493128563280784,0.6779529622528916,11.951367616093922,0.10891883354478114,3.8121349133021463,0.675307884386419,11.876576230871773,0.10678574480980786,3.7831052193701753,0.6758155749413733,11.83190527753234,0.10906694167612142,3.647385256869502,0.6726325129919731,11.72760440928261,0.10846252330083628,3.699547774838685,0.6730856617497817,11.887771251394017,0.105829256784584,3.66376758679152,0.6784687712021447,11.947122043897695
12,0.10241899089987233,4.364128137232004,0.9597537907205227,12.183466605308237,0.10505710471485899,4.496408564200407,0.9610697281073147,12.234073486011578,0.09799601393471515,4.490885931522503,0.9661976298192613,12.112217711318639,0.10252883033377845,4.365154473066733,0.9597657847094706,12.183886623774452,0.10193467172915371,4.400764454690006,0.9596743058087068,12.083016265767998,0.102517555582017,4.311418813202276,0.9563289523860746,12.106507273086859,0.10265148821520372,4.318079355989682,0.9554647169938806,12.189770033795982,0.09806306041546071,4.239614328615021,0.9606977013049216,12.191519480496456,0.10323035099104029,4.3922540310286395,0.9568158660148406,12.216060031786228,0.10512478878459272,4.310244972578914,0.95548643313721,12.143260031077608,0.09716811264970342,4.400367135449522,0.9523897183964211,11.847489466566618
13,0.1032363476586564,4.230105224988751,0.9053062263483059,11.967802422858867,0.09645163172992714,4.128287634915784,0.9019950824335249,11.92732896339967,0.0983968857354733,4.17969227664369,0.9154519651894181,12.02260170345228,0.1031805288089913,4.231156794448446,0.905303138822902,11.964349463759664,0.10459631288709244,4.248356813016755,0.9043590256196872,11.805890146601488,0.10086905610561014,4.2758992168727215,0.9094981150795407,12.047630967817271,0.10211647172811657,4.196213346307762,0.9004880958385192,12.2031081694809,0.11443404064599914,4.184204822103477,0.904710371435068,11.924337666796031,0.09917504765559901,4.295337033911908,0.8974569606343437,11.746042819843511,0.10174733207253499,4.154718183324484,0.9117378186623271,11.953527239573289,0.09667174899702871,4.283572503100523,0.9057422292019671,11.787582295918918
14,0.105054150793007,4.161807292617486,0.9048233445745963,12.082040574351147,0.10564171278247485,4.169386636453248,0.9029337915180858,12.110671551562408,0.10367981355619071,4.058805207606234,0.9110439614341674,11.998610795943051,0.10447707978022129,4.158322422387388,0.905597927011553,12.059378473780967,0.10699351063191,4.163541883669233,0.9010781034999862,11.962396448245377,0.10613696747348986,4.160345142411111,0.9090542174458756,12.098479078222965,0.10415792399993772,4.066191871486879,0.9034830031439546,12.103454546827999,0.10432749046845471,4.009510786870202,0.9039574280452584,12.1093044929215,0.1051320226795013,4.128362038333281,0.9101753990041855,11.865347322696321,0.09962384791505699,4.266068392400759,0.9071681345482355,11.895426685007866,0.10745042137307485,4.212994831648676,0.9017084893324661,12.07388917999947
15,0.09321611273614194,4.179234057511402,0.9326926876039503,12.129076692091921,0.09602725289722185,4.021274426863007,0.9328107911148871,12.05160669246652,0.083836364755993,4.184198834724896,0.9317680218454563,12.086343958838171,0.09315475666639045,4.179917271408441,0.93267172630796,12.125716237054963,0.09489233188653771,4.141575076104682,0.9331138808075135,12.4707921055785,0.09681965696416171,4.189257391257273,0.9356494827072783,12.288334133120987,0.08358545358500828,4.232263493450932,0.9246865207907534,11.978471552190076,0.09499286261548427,4.233003152825669,0.9292055489975433,11.972873858116406,0.095703362441015,4.208728617564734,0.9349685194100793,12.055836490105373,0.09877208735668529,4.144635420525632,0.9278738758612676,12.154514792123653,0.09411584600719887,4.18844925551411,0.9305747685841377,12.14538732471681
16,0.10105364385044373,4.376910029340529,0.9633239630433865,11.75453703638511,0.10145977197904414,4.4391999086692016,0.9593822171728369,11.483126121582368,0.10750808737337157,4.39072596154409,0.9618933310636363,11.848114157574159,0.09652948542466148,4.364992038331745,0.963379963160249,11.539809952881111,0.09960218974121485,4.207856330635905,0.9578251488840772,11.305403328210161,0.10256604654560957,4.46342597543033,0.9658071147795618,11.539912897325271,0.09750623968249401,4.313652600671841,0.9644353687587074,11.595219471898703,0.09672819592041815,4.375831659878364,0.9580756703206967,11.478331596261881,0.10286165845689857,4.3892638795374666,0.9647087183587917,11.71396400502322,0.097974120575871,4.353248226994249,0.9626631787152132,11.888243733823668,0.09402105768229387,4.3262035449599905,0.964112432235755,11.458890746061615
17,0.11207210290997353,4.089038554960399,0.841251951592776,11.894659495755548,0.11509624285318529,4.177250546405573,0.8466604649563629,12.078610498122433,0.11253109352759985,4.060279790981332,0.833227148363323,11.847811910119157,0.1127018760394099,4.095417815836608,0.8402997903563728,11.92716737463354,0.11005939556622828,3.985310623336989,0.838173011801457,11.961597519696312,0.107042142028051,4.107972288583087,0.8309452629404365,11.932721999638156,0.11404034617347528,4.08949897848387,0.8330476250279679,11.742371576261823,0.11009069910123158,3.957787680880944,0.8437543162536831,11.852206946963161,0.11909435494797072,4.058405747275578,0.8452316524480737,11.608930686309588,0.10733313178965143,3.9234801366722,0.8392646896778713,12.01052982463713,0.11564224798998086,4.117888629229607,0.8423085172215596,11.925689358188624
18,0.1015994467168733,4.337036534374688,0.9625385972856085,11.928085879270656,0.09669862300877442,4.28216458313712,0.967155396671929,11.871588160677202,0.10548603442377114,4.455224892313194,0.9573856219535336,12.058842802399392,0.10162002513415988,4.341607679639921,0.9625603953077057,11.921623458578415,0.10149156875340458,4.23900632019433,0.9683348778544457,11.870623943869706,0.10081401719324028,4.428936365747356,0.9549615718740726,11.91243230906477,0.1036606476993853,4.314529856496088,0.9651424313403167,12.121754534556938,0.09828452748008557,4.15299228056283,0.961698547366934,11.887699721415462,0.10260554599724643,4.367243974142954,0.9629638704681993,11.901129421284363,0.0963910758083577,4.29178461340395,0.9579842047726286,11.836773845203785,0.10530521553858056,4.170207550882684,0.9594044405064543,11.731956525095638
19,0.12314259808838715,4.416973442956876,0.9591880211804766,12.203828039074612,0.100776165207129,4.402912966089027,0.9653459081844618,12.189875259072265,0.12344239764371942,4.369072221948505,0.9614245651553147,12.25582830779614,0.10054912421400847,4.4184176256317365,0.961293275688345,12.084435136642233,0.102299534687166,4.4674596186668225,0.9655935842883323,11.971720917388478,0.12032948221671957,4.433479226952132,0.9564767226553237,12.098634928402726,0.104283228044069,4.406010136433862,0.9614907236536057,12.030597237586985,0.12267361406816871,4.499237552259812,0.9666656711868821,12.362821709860583,0.12327069996901328,4.144592491087321,0.9544985077999669,12.237601571588627,0.12596026162730214,4.459418068914831,0.9562301243880436,12.358288698311753,0.125673434467491,4.448064296484458,0.9629404125293248,12.191594729068933
22,0.10162145023455532,4.230387724331262,0.9536278809893466,12.036566183632026,0.10301249226957214,4.136670702677942,0.9571362233568219,12.109903268537911,0.10696826523062543,4.234339696637134,0.9587611099059624,11.999689386527693,0.10162082236172892,4.230296819066491,0.9536540534778352,12.03856557032092,0.10284357220026472,4.3940329058327,0.955406269454061,11.939198977840716,0.09775937310697715,4.178416263355828,0.9514286489159417,12.096842259753329,0.10523384813358772,4.294022907324122,0.9556417064908734,12.101216418747153,0.100217857366838,4.34701240935908,0.9465026459933074,12.155514967698455,0.09892353503311614,4.311978512788326,0.9536992553736108,12.309402675325808,0.10174894057900614,4.123520977545492,0.9530823729382492,12.091838607616452,0.10470163518246543,4.363158633920384,0.952754931837793,12.000711802517168
23,0.10099650966322707,4.248686114149152,0.9439225096795527,12.192690948931247,0.09915913021159814,4.280597460912754,0.9433546657019146,12.33301950915501,0.09709251923580886,4.3280194528059175,0.9471910093112309,12.395136048247746,0.09779461421388391,4.244307864399276,0.9445896758018352,12.161578051051293,0.10106652001336028,4.187862516225114,0.9429347463285226,12.19354786750504,0.09913429545068829,4.327885554864537,0.9423213652222332,12.089292829138685,0.10005363583108015,4.173293238913554,0.9427090347274864,12.19276269242333,0.09460246362338813,4.274775121577519,0.9484814097207414,12.297826750307646,0.10305684801863457,4.307136954059906,0.9436159940989858,12.088031220647128,0.10016186806846715,4.227853109794579,0.9410901514429133,12.301458051798221,0.09586556324463857,4.165463118419336,0.9417894208745665,12.174280101346438
24,0.1084212245149048,4.45745262822573,0.9273991615688306,12.024538003982336,0.10615179311357428,4.449438093644659,0.922546652185593,12.058812742698235,0.10032071070445643,4.504347043114034,0.9243160210645847,12.030154533764444,0.09965631374123511,4.3930254947933305,0.9281782851440583,12.09494621473014,0.10336251623940715,4.300300616898282,0.9259668558514004,12.127923349429112,0.102505556905351,4.431035024893558,0.925807948310232,12.16792058699528,0.10885535536789129,4.425468688547238,0.9279963316983714,12.03080260625553,0.102722724091096,4.468878557332359,0.9275833437934609,11.934238953871326,0.09669355373813986,4.448617918640346,0.9219840573448183,12.031163486474172,0.10015506629192772,4.439227703388293,0.9230073007052023,12.037320570315796,0.11028539475921799,4.44531109790365,0.9272126848375007,12.101000723016359
25,0.09667573696183945,4.308293253932423,0.9176240726652287,11.958772795280149,0.09740515039652085,4.312138633203029,0.9153874276274617,12.129743337442523,0.09234234022485228,4.269984100385098,0.9208965864462996,12.026911056392565,0.10029659869307274,4.302298454375983,0.9160800756856096,12.029757654000834,0.09744603968780029,4.361811849148589,0.9177580710171099,12.06845317109219,0.09017251081587528,4.340517373770667,0.9190168566690241,11.86100276984988,0.09939452639469801,4.352526433719392,0.9179110433349188,12.026303422384304,0.09742510144567329,4.319116734742999,0.914925676870909,11.85887985879601,0.101875978779881,4.144467327646956,0.9180019260428018,11.813862009532638,0.10788856835913829,4.3130262425399595,0.9105369242353033,11.987415382063377,0.10015891504074129,4.313346756266346,0.9220964958928162,12.24963592760164
26,0.08968429240073966,4.100522302587445,0.8940650427390753,12.034507817832504,0.09569646731858729,4.23513658136932,0.8927548423105198,11.887199126728976,0.085646519196605,3.9571541987313488,0.8969167047638288,12.047812804155898,0.08946727213636724,4.1132404554234485,0.8916726832013406,12.020873407059362,0.09589662894950186,4.042051322893288,0.8902355044849033,12.074311635532624,0.09114073743224414,4.10877729457316,0.8939505779878577,11.989581351583869,0.09065698446904087,4.0939171140198125,0.8851548634513096,12.125723432948162,0.087345600922759,4.047090557983773,0.8898350357183338,12.02148144653108,0.09685272803086972,4.040452910190513,0.8878521883714912,12.053855716708089,0.07958379806273143,3.998022415363375,0.8882318624568472,11.971210821648858,0.08772246335954957,3.985809389813383,0.8875730129250465,11.919859167295515
