subno,block,epsilon,capacity,w0,beta_wm
1,1,0.11381462866721002,4.000849510254497,0.9487372838876719,12.510212325495468
1,2,0.10158712148090773,4.21338971676566,0.974774997362368,11.234106394261522
1,3,0.10954086953310876,4.119227266152609,0.948001550269386,12.346487871699104
1,4,0.02104885094688729,5.200584864142592,0.9830916475820074,13.69592506494411
1,5,0.07895449415140222,4.356514747129497,0.9413020399854115,12.281328925397863
1,6,0.10474672784706393,4.015527753220698,0.678398176622652,12.032051240392727
1,7,0.09239914775724452,3.9627898792415786,0.9651727081239704,11.272408783696994
1,8,0.10059815576165149,4.277153407531325,0.9739706087877044,12.117064184982096
1,9,0.08675333217268297,3.955975669771867,0.5,12.351711614553254
1,10,0.11442017539241128,4.7391475945227075,0.9663287557230075,12.118623575316251
1,11,0.08324739695722308,4.3389376684406065,0.9797068802134158,12.042395142962462
1,12,0.11192070017517379,4.080228828536329,0.9645606668147259,12.101362747941307
1,13,0.10003169736709569,4.075122957051103,0.9760196010870649,11.98820624169969
1,14,0.1049884093950891,4.032890243663213,0.8704147714028486,12.384398340373226
1,15,0.07512515673739081,3.945251533993439,0.8616443622495147,12.240478477704917
1,16,0.10395030333437326,5.535750027896774,0.9718140011931574,11.940803670042861
1,17,0.0882153603712592,4.009628824738292,0.9094587599305698,11.852024906403507
1,18,0.12404403431971221,3.737767248100791,0.9632076513374416,12.255724537569499
2,1,0.09390013910756971,3.867383332247141,0.9736056828953319,11.891135498192202
2,2,0.11351439355837963,5.113163531978201,0.9829683812627273,11.520727621501907
2,3,0.11294278955450936,3.7870096824805635,0.9628187493778922,11.428484237949235
2,4,0.07794978439930367,4.269082991425351,0.9807913837941719,12.343195548630392
2,5,0.08661747245166082,4.01626452282057,0.9546942108473205,11.391610136791071
2,6,0.08442728603066502,4.121647988881759,0.976789950552186,12.100743026597398
2,7,0.10686274060055993,5.4513998043751615,0.97354681452559,11.722109681894388
2,8,0.09247928269383883,3.960138967036206,0.9707286602533003,12.147728122769557
2,9,0.0685642321548094,4.415853482967553,0.9387832412706528,12.392188440849758
2,10,0.10578913979286969,4.642964190065098,0.9227323229586705,12.205920783210535
2,11,0.0687526834823206,5.720215477357107,0.9776114777148069,12.357262107661427
